player_id,name,position,projected_points,adp
0039238,Michael Pratt,QB,0.7140000000000003,522.0
0038152,Lucas Havrisik,K,6.888888888888889,399.0
0038416,Tyson Bagent,QB,11.852,380.0
0036422,Adam Trautman,TE,3.753571428571429,381.0
0038720,Julian Hill,TE,1.4666666666666668,382.0
0038598,Jaren Hall,QB,0.706666666666667,510.5
0039796,Rasheen Ali,RB,3.631216931216931,382.5
0034115,Jeff Wilson,RB,8.074074074074074,384.5
0039437,Cornelius Johnson,WR,0.8200000000000001,269.0
0039801,Devin Leary,QB,2.5809221311475414,583.5
0038647,Ronnie Bell,WR,3.85,386.0
0034613,Tanner Hudson,TE,5.7444444444444445,387.5
0039230,Dante Miller,RB,3.32198275862069,536.0
0039397,Tejhaun Palmer,WR,3.181701807228916,276.0
0037091,Bo Melton,WR,9.916666666666666,389.0
0032392,Austin Hooper,TE,4.418181818181819,389.5
0034646,Brandon Powell,WR,4.024137931034483,389.5
0038573,Derius Davis,WR,2.2642857142857147,520.5
0037429,Raheem Blackshear,RB,3.45,410.5
0030578,Cordarrelle Patterson,RB,7.664,281.0
0033895,Gerald Everett,TE,8.919354838709678,284.0
0039747,Ainias Smith,WR,4.143895582329318,394.0
0037506,Cole Fotheringham,TE,1.6,570.5
0031585,MyCole Pruitt,TE,4.2631578947368425,427.0
0039793,A.J. Barner,TE,4.039100321888412,395.0
0038041,Jake Ferguson,TE,8.906666666666666,291.0
0037569,Peyton Hendershot,TE,2.9562500000000003,396.0
0039451,Isaiah Williams,WR,2.9400000000000004,413.0
0037387,Jalen Virgil,WR,3.875,292.0
0037086,Grant Calcaterra,TE,3.0,414.0
0034173,Eddy Pineiro,K,7.625,298.0
0036415,Van Jefferson,WR,5.008333333333334,299.0
0035341,Trenton Irwin,WR,6.176190476190476,400.0
0037132,Britain Covey,WR,4.1,415.5
0031690,Eric Tomlinson,TE,3.6125,550.0
0033439,Pharaoh Brown,TE,3.84375,402.0
0037327,Skylar Thompson,QB,4.07,505.5
0032464,Kalif Raymond,WR,6.290909090909091,304.0
0032128,Chris Conley,WR,3.4285714285714284,403.5
0039462,Peter LeBlanc,WR,2.9400000000000004,310.0
0036425,DeeJay Dallas,RB,2.713636363636364,409.5
0034764,Michael Gallup,WR,6.912121212121213,311.0
0038640,Jalen Brooks,WR,4.133333333333334,428.5
0033246,Johnny Mundt,TE,3.539130434782609,407.5
0027973,Andy Dalton,QB,15.1175,410.0
0034577,Kyle Allen,QB,2.33,410.0
0036972,Mac Jones,QB,13.2192,418.5
0038465,Malik Heath,WR,2.7916666666666665,412.0
0032434,Brandon Allen,QB,0.78,413.0
0039364,Sione Vaki,RB,5.770166561248155,442.5
0037837,Calvin Austin III,WR,4.026666666666666,326.0
0037664,Alec Pierce,WR,6.384848484848486,414.5
0037168,Armani Rogers,TE,2.8000000000000003,522.5
0037175,Anthony Brown,QB,2.7899999999999996,432.0
0039521,Xavier Weaver,WR,2.9400000000000004,474.5
0031549,Nelson Agholor,WR,5.91875,332.0
0026300,Josh Johnson,QB,0.9300000000000002,446.5
0033119,Jacoby Brissett,QB,13.9675,333.0
0038394,Will Mallory,TE,3.5181818181818185,417.5
0036233,Donovan Peoples-Jones,WR,6.641379310344828,336.0
0039686,Colson Yankoff,RB,3.32198275862069,418.5
0038576,Charlie Jones,WR,2.9400000000000004,439.5
0033555,Mack Hollins,WR,7.702307692307693,419.0
0034364,Jordan Akins,TE,5.167857142857143,420.0
0031503,Jameis Winston,QB,7.764444444444444,421.0
0038128,Malik Willis,QB,2.488888888888889,521.0
0036816,Riley Patterson,K,7.0588235294117645,422.0
0037742,Treylon Burks,WR,6.55,347.0
0037299,Keaontay Ingram,RB,1.8882352941176472,349.0
0038391,Sean Clifford,QB,0.64,550.5
0026143,Matt Ryan,QB,15.773333333333332,350.0
0035537,Ty Johnson,RB,4.431578947368421,354.0
0035567,Craig Reynolds,RB,5.269230769230769,356.0
0037292,Andrew Ogletree,TE,3.5700000000000003,441.0
0037291,Jalen Nailor,WR,5.542857142857143,443.0
0035631,Drew Sample,TE,3.25625,486.0
0037077,Sam Howell,QB,18.322222222222223,361.0
0035594,Travis Homer,RB,4.788888888888889,485.5
0037745,Velus Jones Jr.,WR,2.5842105263157897,442.5
0039410,Ryan Flournoy,WR,2.095829471733086,462.5
0037112,Jake Tonges,TE,0.0,532.0
0036849,Tutu Atwell,WR,7.014814814814815,370.0
0036534,Shane Zylstra,TE,5.125,372.0
0037216,Justyn Ross,WR,2.26,375.0
0036860,Jake Funk,RB,3.2,445.5
0038797,Emanuel Wilson,RB,2.9285714285714284,380.0
0032104,Ameer Abdullah,RB,3.2793103448275867,381.0
0034860,Dante Pettis,WR,4.6571428571428575,594.5
0036898,Davis Mills,QB,11.484761904761903,528.5
0039449,James Turner,K,7.181818181818182,385.0
0037654,Tucker Fisk,TE,1.9,565.0
0035264,Jarrett Stidham,QB,16.656,386.0
0036423,Albert Okwuegbunam,TE,3.642857142857143,514.5
0039471,Frank Gore,RB,3.32198275862069,387.0
0039797,Jordan Travis,QB,9.354229508196722,556.0
0039649,Brayden Narveson,K,7.181818181818182,388.0
0035189,Matthew Wright,K,9.428571428571429,389.0
0037004,Hunter Long,TE,0.0,534.5
0035934,Trishton Jackson,WR,2.45,448.5
0034928,Steven Sims,WR,2.642857142857143,391.0
0038108,Bailey Zappe,QB,9.487142857142857,462.0
0039379,Jamari Thrash,WR,4.1,476.5
0037286,Kevin Harris,RB,3.611111111111111,397.0
0035298,Scott Miller,WR,4.07,509.5
0038389,Israel Abanikanda,RB,3.0500000000000003,401.0
0039052,Trey Palmer,WR,6.021052631578947,402.0
0038608,Kayshon Boutte,WR,1.3,580.5
0039573,Blake Watson,RB,3.32198275862069,562.5
0034054,River Cracraft,WR,4.24,494.5
0039229,Charlie Smyth,K,7.181818181818182,406.0
0038618,Xavier Hutchinson,WR,2.0615384615384618,580.5
0037451,Rod Williams,TE,0.0,577.0
0033869,Mitchell Trubisky,QB,11.546666666666669,455.5
0039603,British Brooks,RB,3.32198275862069,573.0
0033854,Dare Ogunbowale,RB,3.263157894736842,412.0
0034407,Ray-Ray McCloud,WR,3.965217391304348,413.0
0035639,Parris Campbell,WR,7.18,415.0
0035831,James Robinson,RB,7.716666666666666,532.0
0035100,Jake Browning,QB,19.38222222222222,416.0
0036630,Tylan Wallace,WR,1.342857142857143,464.5
0036876,Kylen Granson,TE,4.792857142857143,419.0
0037257,David Bell,WR,4.479166666666667,422.0
0039703,Cody Schrader,RB,3.32198275862069,462.0
0038809,Ben Sims,TE,1.9285714285714288,651.5
0038606,Parker Washington,WR,6.533333333333334,425.0
0038705,Emari Demercado,RB,6.663636363636363,430.0
0038738,Hunter Luepke,RB,2.1166666666666667,602.0
0034272,Marquez Valdes-Scantling,WR,6.0725,466.0
0033251,Zach Pascal,WR,1.9333333333333331,506.5
0038935,Brenton Strange,TE,2.8999999999999995,491.5
0039392,Jha'Quan Jackson,WR,3.536310269650029,667.5
0033591,Noah Brown,WR,8.214285714285714,438.0
0033466,Isaiah McKenzie,WR,5.736000000000001,470.5
0035572,Parker Hesse,TE,1.9888888888888887,534.0
0035704,Drew Lock,QB,8.780000000000001,444.0
0033576,Eric Saubert,TE,2.857142857142857,510.5
0035329,Donald Parham,TE,5.74,445.0
0037805,Jeremy Ruckert,TE,2.7416666666666667,473.0
0035406,Lil'Jordan Humphrey,WR,3.6571428571428575,447.0
0036412,KJ Hamler,WR,4.3,447.0
0035215,Deonte Harty,WR,2.8125,537.5
0039386,Bub Means,WR,3.948840579710145,449.0
0036271,Quez Watkins,WR,5.2375,450.0
0033292,Trent Taylor,WR,1.5,515.0
0036842,Kene Nwangwu,RB,1.1333333333333335,453.0
0033958,Nathan Peterman,QB,2.465,515.5
0036924,Michael Carter,RB,5.961290322580646,454.0
0037539,Lucas Krull,TE,3.357142857142857,496.5
0037563,Malik Davis,RB,5.733333333333333,459.0
0037557,Ronnie Rivers,RB,3.75,461.0
0038979,Cedric Tillman,WR,4.0181818181818185,462.0
0039136,Zach Evans,RB,0.475,463.0
0036429,Charlie Woerner,TE,1.24,560.5
0038611,Chris Rodriguez Jr.,RB,4.737500000000001,464.0
0035645,Gunner Olszewski,WR,1.1,548.0
0038496,Xavier Gipson,WR,4.05,467.0
0038627,Antoine Green,WR,0.6,609.0
0038685,Chris Brooks,RB,3.5333333333333337,468.0
0039420,Jaheim Bell,TE,1.6844849785407727,484.5
0034365,Ian Thomas,TE,2.5650000000000004,529.5
0038951,Sean Tucker,RB,1.7333333333333334,469.0
0039424,Devaughn Vele,WR,1.5,631.0
0039393,Jase McClellan,RB,2.7416245791245797,471.0
0036918,Jacob Harris,WR,1.6,575.0
0039589,Kameron Johnson,WR,2.9400000000000004,473.0
0028118,Tyrod Taylor,QB,9.388333333333334,475.0
0035145,Austin Seibert,K,6.25,545.0
0035021,Ashton Dulin,WR,6.071428571428571,477.0
0039754,Devin Culp,TE,1.228,478.0
0031547,DeVante Parker,WR,7.132000000000001,479.0
0032268,Marcus Mariota,QB,16.021333333333335,480.0
0032134,C.J. Uzomah,TE,4.0,481.0
0036628,John Bates,TE,2.821739130434783,500.5
0036887,Luke Farrell,TE,2.8076923076923075,580.5
0038046,Charlie Kolar,TE,4.0,591.0
0036268,Laviska Shenault Jr.,WR,4.485714285714286,569.0
0034838,Royce Freeman,RB,5.015384615384615,491.0
0032398,Chris Moore,WR,6.213333333333334,531.5
0034771,Mason Rudolph,QB,13.264,541.5
0034159,Will Dissly,TE,4.707407407407408,496.0
0034414,Boston Scott,RB,3.230769230769231,497.0
0034487,Trent Sherfield,WR,4.111111111111111,498.0
0034981,Foster Moreau,TE,5.332000000000001,499.0
0038122,Desmond Ridder,QB,13.361052631578948,596.0
0035291,Trayveon Williams,RB,1.2722222222222224,500.0
0034970,Irv Smith,TE,5.333333333333333,502.0
0035208,Olamide Zaccheaus,WR,5.353571428571429,503.0
0036331,Devin Duvernay,WR,5.87,505.0
0036232,Harrison Bryant,TE,3.9321428571428574,506.0
0036020,Salvon Ahmed,RB,4.635714285714286,508.0
0036182,Nick Westbrook-Ikhine,WR,6.096428571428572,510.0
0036497,Tim Jones,WR,1.946153846153846,511.0
0036510,Kenny Yeboah,TE,2.4000000000000004,512.0
0037005,Tommy Tremble,TE,4.2518518518518515,514.0
0037011,Tre' McKitty,TE,2.3111111111111113,517.0
0039365,Jacob Cowing,WR,4.734431231419183,520.0
0036741,Jack Stoll,TE,2.24,521.0
0037306,John FitzPatrick,TE,2.2,522.0
0037282,James Mitchell,TE,3.31,524.0
0037120,Tyler Goodson,RB,3.016666666666667,525.0
0038098,Pierre Strong,RB,4.117647058823529,529.0
0037093,Dareke Young,WR,3.25,533.0
0039498,Harrison Mevis,K,7.181818181818182,536.0
0037382,Brandon Johnson,WR,6.4,537.0
0038583,Dorian Thompson-Robinson,QB,3.4428571428571426,544.0
0038589,Josh Whyle,TE,3.05,546.0
0039050,Payne Durham,TE,1.9428571428571428,550.0
0039576,Spencer Shrader,K,7.181818181818182,552.0
0031428,Allen Robinson,WR,5.773076923076923,
0039677,Sam Hartman,QB,6.647000000000001,565.0
0031941,Jamison Crowder,WR,4.536363636363637,567.0
0032208,Phillip Dorsett,WR,3.23125,568.0
0031484,Chris Manhertz,TE,1.38,569.0
0031800,Taylor Heinicke,QB,15.425714285714289,571.0
0032436,Jeff Driskel,QB,4.6450000000000005,573.0
0033936,C.J. Beathard,QB,2.246,575.0
0033319,Nick Mullens,QB,11.61111111111111,583.0
0033757,Robert Tonyan,TE,4.792857142857143,584.0
0034367,Nyheim Hines,RB,4.027777777777778,588.0
0034575,David Wells,TE,1.0,593.0
0034401,Mike White,QB,7.064000000000002,594.0
0034438,Logan Woodside,QB,-0.3199999999999998,595.0
0034208,Mike Boone,RB,2.806666666666666,597.0
0034854,KhaDarel Hodge,WR,3.563636363636364,598.0
0034899,John Wolford,QB,8.4,599.0
0035311,Myles Gaskin,RB,4.7,600.0
0039271,Jarveon Howard,RB,3.32198275862069,601.0
0039256,Riley Sharp,TE,2.6975,602.0
0039244,Chris Collier,RB,3.32198275862069,604.0
0039308,TaMerik Williams,RB,3.32198275862069,606.0
0035222,Zach Gentry,TE,2.3000000000000003,608.0
0035624,N'Keal Harry,WR,4.1000000000000005,609.0
0039575,Jason Bean,QB,6.647000000000001,611.0
0034955,Brett Rypien,QB,4.8,612.0
0039464,Austin Reed,QB,6.647000000000001,615.0
0035282,Easton Stick,QB,14.712,616.0
0039306,Dee Williams,WR,2.9400000000000004,617.0
0039529,Nathaniel Peat,RB,3.32198275862069,620.0
0039629,Elijah Collins,RB,3.32198275862069,624.0
0039657,Casey Bauman,QB,6.647000000000001,626.0
0039456,John Rhys Plumlee,QB,6.647000000000001,629.0
0035628,D'Ernest Johnson,RB,2.2333333333333334,630.0
0035993,Tyler Huntley,QB,9.825454545454546,633.0
0036165,Isaiah Hodgins,WR,7.56,635.0
0039874,Jude McAtamney,K,7.181818181818182,638.0
0035771,Mitchell Wilcox,TE,2.77,639.0
0036032,Sean McKeon,TE,0.775,641.0
0036439,Tyrie Cleveland,WR,1.6000000000000003,642.0
0036332,Josiah Deguara,TE,2.992307692307693,644.0
0036297,Darrynton Evans,RB,4.522222222222222,645.0
0039737,Tip Reiman,TE,5.469034334763945,646.0
0036254,Collin Johnson,WR,2.1,648.0
0036255,Denzel Mims,WR,3.288888888888889,652.0
0036269,La'Mical Perine,RB,7.000000000000001,653.0
0035924,Jonathan Ward,RB,2.1,654.0
0035806,JaMycal Hasty,RB,4.70625,657.0
0036059,Tyler Mabry,TE,7.7,659.0
0036247,Freddie Swain,WR,3.8,660.0
0036219,Marquez Callaway,WR,3.78,662.0
0036145,Lawrence Cager,TE,4.3999999999999995,665.0
0036527,DJ Turner,WR,1.3,668.0
0036950,Avery Williams,RB,2.5714285714285716,671.0
0036955,Terrace Marshall Jr.,WR,5.519047619047619,672.0
0036646,Simi Fehoko,WR,4.433333333333334,673.0
0036879,Sam Ehlinger,QB,10.405,675.0
0036862,Ben Skowronek,WR,4.470833333333334,679.0
0036635,Ihmir Smith-Marsette,WR,2.69,682.0
0036928,Kyle Trask,QB,0.2733333333333334,685.0
0036590,Quintin Morris,TE,3.4799999999999995,686.0
0036755,Jaret Patterson,RB,7.800000000000001,689.0
0036959,Michael Bandy,WR,2.6999999999999997,690.0
0039259,Dayton Wade,WR,2.9400000000000004,691.0
0039254,Mike Rigerman,TE,2.6975,692.0
0037085,Tyler Badie,RB,9.4,694.0
0037272,Montrell Washington,WR,0.8,698.0
0037098,Samori Toure,WR,3.0833333333333335,699.0
0037617,Hassan Haskins,RB,3.7142857142857144,700.0
0039311,Emani Bailey,RB,3.32198275862069,702.0
0037265,Snoop Conner,RB,2.04,703.0
0039302,Kobe Lewis,RB,3.32198275862069,704.0
0039730,Isaiah Wooden,WR,2.9400000000000004,705.0
0038092,Erik Ezukanma,WR,1.1666666666666667,707.0
0038104,Tyquan Thornton,WR,4.4523809523809526,709.0
0039316,Baylor Cupp,TE,2.6975,710.0
0039511,Ahmarean Brown,WR,2.9400000000000004,712.0
0038045,Isaiah Spiller,RB,1.9571428571428573,713.0
0037827,Tyrion Davis-Price,RB,2.0,714.0
0037828,Danny Gray,WR,0.58,715.0
0039501,Jack Plummer,QB,6.647000000000001,718.0
0039872,Thomas Yassmin,TE,2.6975,720.0
0039314,Phillip Brooks,WR,2.9400000000000004,723.0
0039299,George Holani,RB,3.32198275862069,724.0
0039648,David Martin-Robinson,TE,2.6975,727.0
0039695,Jacob Warren,TE,2.6975,728.0
0037594,Julius Chestnut,RB,2.766666666666667,729.0
0039701,Terique Owens,WR,2.9400000000000004,731.0
0039711,Trey Knox,TE,2.6975,733.0
0039678,Austin Jones,RB,3.32198275862069,734.0
0039534,Carter Bradley,QB,6.647000000000001,735.0
0037348,Tanner Conner,WR,0.0,738.0
0037355,Braylon Sanders,WR,0.8500000000000001,739.0
0037410,Jashaun Corbin,RB,4.3,740.0
0039577,Kedon Slovis,QB,6.647000000000001,741.0
0037487,Deven Thompkins,WR,3.00625,744.0
0038147,Daylen Baldwin,WR,4.5,747.0
0037708,Maurice Alexander,WR,1.7000000000000002,748.0
0038149,Josh Ali,WR,0.0,749.0
0038582,Clayton Tune,QB,1.2466666666666666,762.0
0039798,Isaiah Davis,RB,3.272131478120589,767.0
0038492,Jason Brownlee,WR,4.15,768.0
0038678,Jordan Mims,RB,0.0,772.0
0038891,Shedrick Jackson,WR,0.0,773.0
0038783,Nate Adkins,TE,1.55,776.0
0038667,Elijah Cooks,WR,3.4000000000000004,779.0
0038862,Elijah Dotson,RB,3.9,784.0
0038821,Rakim Jarrett,WR,1.6666666666666667,785.0
0039394,Casey Washington,WR,3.376706827309239,790.0
0039814,Erick All,TE,4.27673860812781,791.0
0039399,Tanner McLachlan,TE,2.715545779685265,792.0
0039405,Jawhar Jordan,RB,1.971428571428572,795.0
0039385,Keilan Robinson,RB,3.589506172839506,796.0
0032394,Nick Vannett,TE,2.1333333333333333,802.0
0032792,Nate Sudfeld,QB,-0.2,803.0
0038558,Darnell Washington,TE,1.4555555555555555,804.0
0034073,Ross Dwelley,TE,3.616666666666667,815.0
0034104,Cam Sims,WR,1.4083333333333334,816.0
0034177,Tim Boyle,QB,2.505,819.0
0035544,Tom Kennedy,WR,4.42,825.0
0036133,James Proche,WR,1.3555555555555556,827.0
0035876,Andre Baccellia,WR,2.3,829.0
0035891,Cody White,WR,1.2,830.0
0035860,Tony Jones,RB,4.733333333333333,833.0
0036387,Jalen Reagor,WR,2.6,835.0
0036176,Mason Kinsey,WR,1.4500000000000002,838.0
0036652,Racey McMath,WR,1.6,847.0
0036858,Jalen Camp,WR,1.7000000000000002,848.0
0036569,Gary Brightwell,RB,3.466666666666667,851.0
0036877,Jaelon Darden,WR,1.6000000000000003,853.0
0037475,Stone Smartt,TE,2.546666666666667,855.0
0038632,Colton Dowell,WR,0.65,857.0
0038397,Evan Hull,RB,1.7000000000000002,858.0
0039816,Anthony Gould,WR,4.47812248995984,899.0
0039231,Patrick Murtagh,TE,2.6975,900.0
